Date,Price,Open,High,Low,Vol.,Change %
3-Sep-14,127.86,128.45,128.88,127.67,3.85M,0.25%
2-Sep-14,127.54,129.2,129.38,127.06,4.75M,-1.48%
29-Aug-14,129.45,129,129.53,128.5,3.52M,0.54%
28-Aug-14,128.75,128.28,128.9,128.25,2.41M,0.09%
27-Aug-14,128.64,128.41,128.82,128.19,2.77M,0.30%
26-Aug-14,128.25,128.06,128.71,127.94,2.83M,0.32%
25-Aug-14,127.84,127.57,128.07,127.38,2.65M,0.57%
22-Aug-14,127.11,127.02,127.5,126.47,3.24M,-0.64%
21-Aug-14,127.93,127.68,128.18,127.18,2.68M,0.35%
20-Aug-14,127.49,127.25,127.6,126.78,3.23M,-0.11%
19-Aug-14,127.63,126.72,127.7,126.55,3.89M,1.05%
18-Aug-14,126.3,126.27,126.59,125.63,4.63M,0.16%
15-Aug-14,126.1,126.42,126.79,125.68,5.75M,-0.68%
14-Aug-14,126.96,127.68,127.7,126.53,4.52M,-0.50%
13-Aug-14,127.6,127.64,128.24,126.87,3.52M,0.40%
12-Aug-14,127.09,127.14,127.28,126.26,4.94M,-0.49%
11-Aug-14,127.71,128.16,128.67,127.54,3.47M,-0.12%
8-Aug-14,127.86,126.07,127.96,125.91,4.74M,1.76%
7-Aug-14,125.65,126.19,126.73,124.83,4.65M,-0.06%
6-Aug-14,125.73,124.9,126.97,124.8,5.14M,0.62%
5-Aug-14,124.96,127.81,127.81,124.58,8.07M,-2.50%
4-Aug-14,128.17,127.69,128.36,126.03,7.36M,0.21%
1-Aug-14,127.9,127.76,128.96,126.36,7.38M,-1.04%
31-Jul-14,129.24,131.73,131.97,129.1,7.97M,-2.48%
30-Jul-14,132.53,132.97,133.69,131.5,4.60M,0.08%
29-Jul-14,132.42,132.9,133.72,132.42,4.19M,-0.62%
28-Jul-14,133.24,133.56,133.8,132.89,4.63M,-0.25%
25-Jul-14,133.57,134.58,134.61,133.06,3.71M,-0.95%
24-Jul-14,134.85,134.03,135.1,133.69,5.34M,0.72%
23-Jul-14,133.88,132.7,133.93,132.48,4.59M,0.98%
22-Jul-14,132.58,131.55,133.2,131.55,4.39M,0.98%
21-Jul-14,131.29,130.11,131.34,130.01,3.72M,0.69%
18-Jul-14,130.39,130.64,130.73,129.58,4.34M,0.24%
17-Jul-14,130.08,130.64,131.5,129.88,4.96M,-0.62%
16-Jul-14,130.89,129.89,130.94,129.69,4.50M,1.26%
15-Jul-14,129.26,129.07,129.5,128.61,4.85M,0.00%
14-Jul-14,129.26,128.8,129.5,128.38,4.14M,0.61%
11-Jul-14,128.47,129.13,129.89,128.03,5.25M,-1.37%
10-Jul-14,130.25,130.48,130.86,129.9,4.41M,-0.87%
9-Jul-14,131.39,130.27,131.69,129.99,5.20M,1.15%
8-Jul-14,129.9,129.7,130.38,129.52,4.69M,-0.44%
7-Jul-14,130.47,130.44,130.64,130.02,3.66M,-0.55%
